Country,State,Year,Food Grains Allocated (UOM:MT(Metrictonne)),Ration Cards Issued (UOM:Number),Transaction For Ration Cards (UOM:Number),Aadhaar Authenticated Transactions (UOM:Number),Aadhaar Authenticated Transactions (%) (UOM:%(Percentage)),Epos (Electronic Point Of Sale System) Distribution Of Food Grains (UOM:MT(Metrictonne)),Manual Distribution Of Food Grains (UOM:MT(Metrictonne)),Distribution Of Food Grains (UOM:MT(Metrictonne))
India,Uttarakhand,"Calendar Year (Jan - Dec), 2021",33454.8,1331822,721207,61447,8.52,17152.6,17384.89,34537.49
India,Meghalaya,"Calendar Year (Jan - Dec), 2021",10800.27,421503,182876,325,0.18,5131.16,4581.01,9712.16
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2021",332.7,16818,15474,12616,81.53,296.86,0,296.86
India,Ladakh,"Calendar Year (Jan - Dec), 2017",870.4173886,2209.109471,0,0,0,0,9.467893214,9.467893214
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018",115338,5294532,5274750,1145555,21.72,112458.88,1803.26,114262.13
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",154148.03,9449586,8897205,8897205,100,143780.07,2932.32,146712.39
India,Nagaland,"Calendar Year (Jan - Dec), 2020",7632.11,286185,258427,94218,36.46,6445.48,0.23,6445.71
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020",16857.47,670397,604024,444329,73.56,14307.32,2248.93,16556.25
India,Jharkhand,"Calendar Year (Jan - Dec), 2021",144959.47,5688394,5156819,4791088,92.91,131001.65,0,131001.65
India,Tripura,"Calendar Year (Jan - Dec), 2020",13761.1,578793,749496,739944,98.73,13254.72,0,13254.72
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020",115338,5117707,9150965,212151,2.32,113268.13,1418.04,114686.17
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019",16857.47,681524,634232,460088,72.54,14560.53,1934.97,16495.5
India,Uttarakhand,"Calendar Year (Jan - Dec), 2018",33454.8,781497,87591,19242,21.97,882.06,29517.5,30399.56
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",126.85,5155,148,0,0,3.34,0,3.34
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2021",811798.34,35930088,33666456,33256420,98.78,778908.36,1.93,778910.29
India,Rajasthan,"Calendar Year (Jan - Dec), 2021",232631,10701245,9600562,9600467,100,211790.54,96.65,211887.18
India,Ladakh,"Calendar Year (Jan - Dec), 2019",870.4173886,36664.89216,154.8675256,0.065612566,0.04,3.21260992,821.1117326,824.3243426
India,Gujarat,"Calendar Year (Jan - Dec), 2019",198288.02,6635509,6320084,4968655,78.62,166695.24,0,166695.24
India,Goa,"Calendar Year (Jan - Dec), 2018",2856.63,139701,5640,3598,63.79,121.22,2159.66,2280.87
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2021",38927.63261,1585381.062,1390899.644,1233875.682,88.71,31214.19421,0,31214.19421
India,Tripura,"Calendar Year (Jan - Dec), 2018",13761.1,814513,28610,28610,100,579.77,0,579.77
India,Meghalaya,"Calendar Year (Jan - Dec), 2021",10800.27,421503,367033,5751,1.57,10274.22,1106.65,11380.87
India,Bihar,"Calendar Year (Jan - Dec), 2018",457821.73,17085462,0,0,0,0,432552.49,432552.49
India,Uttarakhand,"Calendar Year (Jan - Dec), 2021",33454.8,1296261,766006,24494,3.2,17923.85,13498.46,31422.31
India,Tripura,"Calendar Year (Jan - Dec), 2021",13761.1,580407,604217,597342,98.86,13100.66,0,13100.66
India,Punjab,"Calendar Year (Jan - Dec), 2019",72510,3534827,2060640,2060640,100,251824.66,0,251824.66
India,West Bengal,"Calendar Year (Jan - Dec), 2018",330516.44,56306686,0,0,0,0,325648.64,325648.64
India,Gujarat,"Calendar Year (Jan - Dec), 2017",198288.02,6423852,15449085,9871896,63.9,136.92,0,136.92
India,Kerala,"Calendar Year (Jan - Dec), 2018",85459.89,4529523,525043,430276,81.95,8171.08,71582.86,79753.94
India,West Bengal,"Calendar Year (Jan - Dec), 2020",330516.44,56137751,20385317,9045,0.04,319240.49,0,319240.49
India,Nagaland,"Calendar Year (Jan - Dec), 2021",7632.11,307781,258031,46014,17.83,5711.2,0,5711.2
India,Maharashtra,"Calendar Year (Jan - Dec), 2018",383766,14343716,9275850,4931388,53.16,237878.41,137795.38,375673.8
India,Mizoram,"Calendar Year (Jan - Dec), 2017",3827.96,24833,0,0,0,0,651.34,651.34
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",4677.46,177112,9592,0,0,249.65,4183.74,4433.38
India,Odisha,"Calendar Year (Jan - Dec), 2017",179926.06,253792,36963,16842,45.56,0,0,0
India,Gujarat,"Calendar Year (Jan - Dec), 2017",198288.02,6405388,15344986,9783006,63.75,135.73,0,135.73
India,Karnataka,"Calendar Year (Jan - Dec), 2018",217403,12113358,10036949,9918286,98.82,242104.26,13963.71,256067.98
India,Kerala,"Calendar Year (Jan - Dec), 2018",85459.89,3515430,3361135,3249239,96.67,79481.12,146.63,79627.75
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018",126.85,5175,0,0,0,0,0,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",4677.46,172606,1347,0,0,18.92,4630.32,4649.24
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",154148.03,8991075,8345554,8345554,100,142497.83,6.37,142504.2
India,West Bengal,"Calendar Year (Jan - Dec), 2021",330516.44,55949953,19205830,10785,0.06,323055.6,93.3,323148.9
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",297039.11,11749218,10417748,5070897,48.68,255372.01,16695.24,272067.26
India,Jharkhand,"Calendar Year (Jan - Dec), 2017",144959.47,5634536,6703050,4243650,63.31,861.12,0,861.12
India,Goa,"Calendar Year (Jan - Dec), 2018",2856.63,140942,12478,12478,100,265.81,2289.87,2555.68
India,Delhi,"Calendar Year (Jan - Dec), 2021",37572.75,1615692,0,0,0,0,33958.36,33958.36
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",383766,14616387,12666832,12666832,100,315292.53,8185.51,323478.04
India,Bihar,"Calendar Year (Jan - Dec), 2017",457821.73,24619,159,0,0,0,0,0
India,Gujarat,"Calendar Year (Jan - Dec), 2018",198288.02,6658532,6098628,4741472,77.75,163660.63,0,163660.63
India,Haryana,"Calendar Year (Jan - Dec), 2020",66250,2697288,2649594,2649594,100,58016.13,0,58016.13
India,Gujarat,"Calendar Year (Jan - Dec), 2018",198288.02,6864957,6199876,4698970,75.79,171435.06,0,171435.06
India,Rajasthan,"Calendar Year (Jan - Dec), 2018",232631,10273116,8853856,8851932,99.98,209770.84,801.37,210572.21
India,Meghalaya,"Calendar Year (Jan - Dec), 2021",10800.27,421503,356168,1131,0.32,9979.56,1383.42,11362.98
India,Meghalaya,"Calendar Year (Jan - Dec), 2021",10800.27,421503,371194,2713,0.73,10383.56,947.97,11331.52
India,Mizoram,"Calendar Year (Jan - Dec), 2021",3827.96,161651,148162,118618,80.06,3669.29,0,3669.29
India,Delhi,"Calendar Year (Jan - Dec), 2018",37572.75,1696722,0,0,0,0,33704.83,33704.83
India,Gujarat,"Calendar Year (Jan - Dec), 2021",198288.02,7195553,6657916,6262948,94.07,172461.72,0,172461.72
India,Jharkhand,"Calendar Year (Jan - Dec), 2021",144959.47,5809799,6074723,5749043,94.64,135057.14,0,135057.14
India,Goa,"Calendar Year (Jan - Dec), 2021",2856.63,142931,139654,134766,96.5,2889.23,0,2889.23
India,Ladakh,"Calendar Year (Jan - Dec), 2019",870.4173886,36537.60378,25467.38611,4694.535326,18.43,579.3285536,271.7453758,851.0739294
India,Maharashtra,"Calendar Year (Jan - Dec), 2021",383766,15103537,14407194,14407194,100,349930,127.47,350057.47
India,Karnataka,"Calendar Year (Jan - Dec), 2020",217403,12759225,11305633,11305633,100,241857.88,27701.64,269559.52
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",154148.03,9545608,8752336,8752336,100,143042.48,0,143042.48
India,Maharashtra,"Calendar Year (Jan - Dec), 2020",383766,15072427,13460808,13460808,100,332841.26,3066.61,335907.87
India,Goa,"Calendar Year (Jan - Dec), 2020",2856.63,142689,134715,130389,96.79,2802.19,22.49,2824.69
India,Tripura,"Calendar Year (Jan - Dec), 2021",13761.1,596195,365273,365091,99.95,7278.25,0,7278.25
India,Telangana,"Calendar Year (Jan - Dec), 2018",108004.23,5023716,3755373,3755373,100,93629.68,0,93629.68
India,Jharkhand,"Calendar Year (Jan - Dec), 2020",144959.47,5720656,4891049,4199238,85.86,135521.2,0,135521.2
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2017",115338,5316675,5417649,835906,15.43,98.35,0,98.35
India,Uttarakhand,"Calendar Year (Jan - Dec), 2019",33454.8,1322625,227576,81311,35.73,5721.04,39286.55,45007.59
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2017",202114.13,9514303,22624759,0,0,196405.84,0,196405.84
India,West Bengal,"Calendar Year (Jan - Dec), 2018",330516.44,49925945,0,0,0,0,282299.97,282299.97
India,Punjab,"Calendar Year (Jan - Dec), 2018",72510,3515987,3078,3078,100,339.73,0,339.73
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",4677.46,177436,14253,0,0,370.53,5010.79,5381.32
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",4677.46,165368,46,0,0,1.28,4521.69,4522.97
India,Uttarakhand,"Calendar Year (Jan - Dec), 2018",33454.8,581800,0,0,0,0,14190.93,14190.93
India,Jharkhand,"Calendar Year (Jan - Dec), 2018",144959.47,5639582,4078507,3713310,91.05,109218.34,0,109218.34
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2020",332.7,16847,47636,0,0,128.54,24.4,152.94
India,Tripura,"Calendar Year (Jan - Dec), 2021",13761.1,596005,738946,731936,99.05,13447.23,0,13447.23
India,Punjab,"Calendar Year (Jan - Dec), 2020",72510,296122,0,0,0,0,931.33,931.33
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019",16857.47,681298,655599,518398,79.07,14784.09,464.25,15248.34
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2021",297039.11,11406822,7639536,7383065,96.64,183220.45,0,183220.45
India,Odisha,"Calendar Year (Jan - Dec), 2021",179926.06,9243070,8731103,7767690,88.97,178946.39,33.39,178979.78
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2021",4677.46,175680,128019,10661,8.33,3437.78,1356.7,4794.47
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019",202114.13,20067473,9938060,0,0,191540.34,0,191540.34
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2018",297039.11,11766584,9621360,3560447,37.01,244860.67,44710.95,289571.62
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2018",38927.63261,324741.8105,1991.470939,83.14097731,4.17,1.408505969,0,1.408505969
India,Jharkhand,"Calendar Year (Jan - Dec), 2020",144959.47,5658408,5860049,4506260,76.9,132625.57,0,132625.57
India,Maharashtra,"Calendar Year (Jan - Dec), 2018",383766,14737295,11069372,11069372,100,278460.51,74322.43,352782.93
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2021",297039.11,10854058,9781368,9367666,95.77,234057.11,559.45,234616.56
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019",202114.13,10086235,10305759,0,0,199672.07,0,199672.07
India,Nagaland,"Calendar Year (Jan - Dec), 2019",7632.11,284934,0,0,0,0,7632.16,7632.16
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",383766,14453958,12362632,12362632,100,307154.56,15687.74,322842.3
India,Goa,"Calendar Year (Jan - Dec), 2017",2856.63,138742,5555,3833,69,0,0,0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018",115338,5344361,5241175,723132,13.8,112509.99,2122.76,114632.75
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2021",38927.63261,1571817.345,1461418.843,1118416.339,76.53,33244.90769,0,33244.90769
India,Manipur,"Calendar Year (Jan - Dec), 2021",12461.24,544261,8034,5486,68.28,0,1428.91,1428.91
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",154148.03,9290667,8603849,8603849,100,140678.1,2949.32,143627.42
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2021",451.98,60124,47208,47208,100,1210.24,0,1210.24
India,Manipur,"Calendar Year (Jan - Dec), 2018",12461.24,496481,0,0,0,0,11796.56,11796.56
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018",811798.34,32747083,4874069,4494453,92.21,113975.82,602216.42,716192.25
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2019",1380.93,55725,47127,42637,88.58442585,1178.53,0,1178.53
India,Nagaland,"Calendar Year (Jan - Dec), 2021",7632.11,306680,248217,47069,18.96,5555.51,0,5555.51
India,Bihar,"Calendar Year (Jan - Dec), 2019",457821.73,16636009,2384377,2141618,89.82,38855.73,401668.97,440524.69
India,Manipur,"Calendar Year (Jan - Dec), 2020",12461.24,588009,260557,14963,5.74,5934.61,0,5934.61
India,Karnataka,"Calendar Year (Jan - Dec), 2018",217403,12163210,10323269,10323233,100,185858.68,8526.8,194385.47
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2019",1380.93,55226,53178,38616,69.52905821,1266.25,0,1266.25
India,Telangana,"Calendar Year (Jan - Dec), 2019",108004.23,5319348,4895562,4895562,100,98667.82,866.85,99534.67
India,Haryana,"Calendar Year (Jan - Dec), 2018",66250,2790768,2439708,2439708,100,50820.13,0,50820.13
India,Meghalaya,"Calendar Year (Jan - Dec), 2019",10800.27,1067,612,0,0,15.38,11515.22,11530.6
India,Manipur,"Calendar Year (Jan - Dec), 2018",12461.24,496723,0,0,0,0,14425.28,14425.28
India,Goa,"Calendar Year (Jan - Dec), 2018",2856.63,140065,2744,0,0,59.82,2391.46,2451.28
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2021",154148.03,8836679,8214519,8214519,100,141209.69,0,141209.69
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2021",4677.46,185088,135798,12322,9.07,3635.4,1147.02,4782.42
India,Ladakh,"Calendar Year (Jan - Dec), 2020",870.4173886,36630.20499,493.2096555,2.077731244,0.42,11.29389091,786.7101897,798.0040806
India,Gujarat,"Calendar Year (Jan - Dec), 2018",198288.02,6624211,6268981,4902078,78.2,165378.9,0,165378.9
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2021",115338,5119364,4540212,369836,8.15,110456.15,1452.55,111908.7
India,Gujarat,"Calendar Year (Jan - Dec), 2020",198288.02,6871554,6612956,1513773,22.89,172465.71,0,172465.71
India,Assam,"Calendar Year (Jan - Dec), 2021",135479.33,5236920,0,0,0,0,122093.85,122093.85
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2018",38927.63261,1630840.592,1031225.907,114476.3226,11.1,24213.74348,12278.21062,36491.9541
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2021",332.7,16797,884,0,0,0.03,24.38,24.41
India,Bihar,"Calendar Year (Jan - Dec), 2018",457821.73,16827701,0,0,0,0,411104.06,411104.06
India,Sikkim,"Calendar Year (Jan - Dec), 2020",2197.94,90069,0,0,0,0,2123.72,2123.72
India,Sikkim,"Calendar Year (Jan - Dec), 2019",2197.94,147313,30093,30093,100,768.62,1823.99,2592.61
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2021",811798.34,35877402,33366701,32943382,98.73,771470.79,7685,779155.79
India,Telangana,"Calendar Year (Jan - Dec), 2021",108004.23,5353596,4683192,4683192,100,98810.98,0,98810.98
India,Sikkim,"Calendar Year (Jan - Dec), 2018",2197.94,57686,2490,2490,100,64.86,2138.02,2202.87
India,Rajasthan,"Calendar Year (Jan - Dec), 2020",232631,10772743,9557983,9557884,100,212022.51,131.41,212153.92
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2019",38927.63261,1638290.023,1400727.886,392891.0024,28.05,31411.94258,5683.536771,37095.47935
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2021",202114.13,11192269,11073542,3957466,35.74,199543.87,0,199543.87
India,Odisha,"Calendar Year (Jan - Dec), 2018",179926.06,8695414,8394124,4898896,58.36,167973.01,8789.19,176762.2
India,Ladakh,"Calendar Year (Jan - Dec), 2021",870.4173886,34971.06004,33463.30515,25798.09531,77.09,769.6397685,0,769.6397685
India,Jharkhand,"Calendar Year (Jan - Dec), 2020",144959.47,5712147,5389210,2690488,49.92,142591.07,0,142591.07
India,Sikkim,"Calendar Year (Jan - Dec), 2019",2197.94,95116,24110,24110,100,620.39,1746.01,2366.39
India,Delhi,"Calendar Year (Jan - Dec), 2021",37572.75,1243567,0,0,0,0,349547.73,349547.73
India,Sikkim,"Calendar Year (Jan - Dec), 2019",2197.94,95305,25918,25918,100,664.58,1747.71,2412.29
India,Punjab,"Calendar Year (Jan - Dec), 2019",72510,3555040,430492,430492,100,52878.27,0,52878.27
India,Delhi,"Calendar Year (Jan - Dec), 2018",37572.75,1932479,0,0,0,0,28882.81,28882.81
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019",202114.13,10060099,10251790,0,0,200050.62,0,200050.62
India,Telangana,"Calendar Year (Jan - Dec), 2019",108004.23,5319720,4882732,4882732,100,98303.99,864.11,99168.1
India,Uttarakhand,"Calendar Year (Jan - Dec), 2021",33454.8,1383601,845951,75600,8.94,19856.23,18977.09,38833.32
India,Karnataka,"Calendar Year (Jan - Dec), 2020",217403,12785308,11315076,11315076,100,250624.7,532.88,251157.59
India,Haryana,"Calendar Year (Jan - Dec), 2019",66250,2697460,2708023,2708023,100,56110.18,0,56110.18
India,West Bengal,"Calendar Year (Jan - Dec), 2021",330516.44,56207742,19113506,1040211,5.44,322632.55,118.5,322751.05
India,Punjab,"Calendar Year (Jan - Dec), 2021",72510,3915990,474721,474688,99.99,57406.05,0,57406.05
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2018",1380.93,57434,51950,42552,82.19806405,1156.18,0,1156.18
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020",16857.47,669533,602297,178640,29.66,15106.86,3334.75,18441.61
India,Uttarakhand,"Calendar Year (Jan - Dec), 2019",33454.8,1321763,215365,81609,37.89,5441.45,29116.6,34558.05
India,Maharashtra,"Calendar Year (Jan - Dec), 2017",383766,14593852,10228631,3453283,33.76,2672.12,0,2672.12
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019",16857.47,681089,642874,516743,80.38,15256.55,1277.78,16534.32
India,Assam,"Calendar Year (Jan - Dec), 2019",135479.33,5341688,0,0,0,0,129282.09,129282.09
India,Telangana,"Calendar Year (Jan - Dec), 2018",108004.23,5045447,4157487,4157487,100,89174.26,1151.03,90325.29
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020",202114.13,11155998,8925852,2664162,29.85,155999.98,0,155999.98
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020",202114.13,11125050,11362171,1313,0.01,203076.63,0,203076.63
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018",115338,5348040,2049154,177326,8.65,21273.91,2138.62,23412.53
India,Uttarakhand,"Calendar Year (Jan - Dec), 2019",33454.8,1332855,285166,86445,30.31,7164.02,28581.41,35745.43
India,Karnataka,"Calendar Year (Jan - Dec), 2021",217403,12068720,10718941,10718941,100,189099.2,501.34,189600.54
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2020",332.7,16352,14386,0,0,269.15,24.55,293.7
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2020",451.98,62413,48758,48758,100,1229.94,0,1229.94
India,Sikkim,"Calendar Year (Jan - Dec), 2021",2197.94,90949,0,0,0,0,2140.5,2140.5
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",4677.46,179913,0,0,0,0,4676,4676
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2020",4677.46,177298,7014,0,0,213.68,4045.8,4259.48
India,Telangana,"Calendar Year (Jan - Dec), 2019",108004.23,5324508,4917124,4917124,100,99128.51,870.68,99999.18
India,Maharashtra,"Calendar Year (Jan - Dec), 2018",383766,14442589,11933101,11933101,100,295256.46,36027.2,331283.66
India,Lakshadweep,"Calendar Year (Jan - Dec), 2021",126.85,5159,936,0,0,24.89,0,24.89
India,Kerala,"Calendar Year (Jan - Dec), 2021",85459.89,3905189,4086492,3878903,94.92,80090.43,102.24,80192.66
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2020",16857.47,671434,625153,0,0,14885.46,181.33,15066.79
India,Tripura,"Calendar Year (Jan - Dec), 2019",13761.1,578881,606074,606074,100,12724.11,0,12724.11
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2019",115338,5282952,8384937,672068,8.02,113097.14,1746.45,114843.59
India,Maharashtra,"Calendar Year (Jan - Dec), 2021",383766,15288365,1742780,1742780,100,43074.12,0,43074.12
India,Ladakh,"Calendar Year (Jan - Dec), 2020",870.4173886,35971.54231,31456.12929,23740.2228,75.47,736.9802391,28.97713347,765.9573726
India,Manipur,"Calendar Year (Jan - Dec), 2019",12461.24,564100,0,0,0,0,12920.67,12920.67
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2018",297039.11,11775451,8981098,1679601,18.7,227674.63,63393.31,291067.94
India,Goa,"Calendar Year (Jan - Dec), 2019",2856.63,142152,113905,111200,97.63,2433.73,374.03,2807.76
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2021",451.98,51556,46432,46432,100,1178.69,0,1178.69
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2020",4677.46,177316,31439,0,0,861.03,4262.69,5123.71
India,Maharashtra,"Calendar Year (Jan - Dec), 2020",383766,15260012,14288943,14288943,100,346277.81,4054.34,350332.14
India,Ladakh,"Calendar Year (Jan - Dec), 2020",870.4173886,35993.82871,26640.40755,22371.39159,83.98,635.2514555,142.6522156,777.9036711
India,West Bengal,"Calendar Year (Jan - Dec), 2019",330516.44,53715737,18273385,10284,0.06,268019.97,61452.9,329472.86
India,Odisha,"Calendar Year (Jan - Dec), 2021",179926.06,9270560,9092118,8176344,89.93,179665.77,0,179665.77
India,Gujarat,"Calendar Year (Jan - Dec), 2019",198288.02,6590660,6039316,5533891,91.63,158706.97,0,158706.97
India,Sikkim,"Calendar Year (Jan - Dec), 2017",2197.94,96682,0,0,0,0,0,0
India,Mizoram,"Calendar Year (Jan - Dec), 2018",3827.96,146782,0,0,0,0,4231.44,4231.44
India,Meghalaya,"Calendar Year (Jan - Dec), 2018",10800.27,401378,0,0,0,0,10425.52,10425.52
India,Assam,"Calendar Year (Jan - Dec), 2019",135479.33,4422584,0,0,0,0,105340.25,105340.25
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",383766,14984647,13038130,13038130,100,320244.69,6972.87,327217.56
India,Ladakh,"Calendar Year (Jan - Dec), 2020",870.4173886,35967.19001,29865.76818,23419.72729,78.42,705.7729346,37.5222953,743.2952299
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2018",1380.93,54628,52313,45712,88.00502021,1203.66,0,1203.66
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2021",38927.63261,1344839.542,1472402.255,1143645.224,77.67,33953.97307,10.16276181,33964.12605
India,Sikkim,"Calendar Year (Jan - Dec), 2021",2197.94,91200,0,0,0,0,2144.56,2144.56
India,West Bengal,"Calendar Year (Jan - Dec), 2018",330516.44,11017101,0,0,0,0,61793.94,61793.94
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2020",332.7,16750,69832,0,0,244.3,24.44,268.74
India,Bihar,"Calendar Year (Jan - Dec), 2018",457821.73,24639,20505,10960,53.45,622.26,439971.01,440593.27
India,Telangana,"Calendar Year (Jan - Dec), 2019",108004.23,5316024,4916899,4916899,100,98934.26,875.08,99809.33
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2021",115338,5120243,4394876,330584,7.52,112902.17,1459.25,114361.42
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2021",38927.63261,1582056.401,1477135.422,1273707.057,86.23,33410.97445,0,33410.97445
India,Odisha,"Calendar Year (Jan - Dec), 2018",179926.06,8661924,8568473,4048042,47.24,169860.21,0,169860.21
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2020",297039.11,11684833,8505063,7857728,92.39,218155.39,4118.47,222273.86
India,Telangana,"Calendar Year (Jan - Dec), 2021",108004.23,5354660,4699577,4699577,100,99966.94,0,99966.94
India,Jharkhand,"Calendar Year (Jan - Dec), 2020",144959.47,5701477,6042892,0,0,130482.98,0,130482.98
India,Assam,"Calendar Year (Jan - Dec), 2021",270958.66,5921546,0,0,0,0,140767.09,140767.09
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2020",38927.63261,1610756.666,717041.0447,631390.188,88.05,17060.46986,9347.85308,26408.33272
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2020",332.7,16369,8083,0,0,287.14,24.44,311.58
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2019",38927.63261,1639762.108,6926.132474,2.934387434,0.04,143.6773901,36722.53827,36866.21566
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018",811798.34,34662292,17533040,14902771,85,404472.55,328544.26,733016.81
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",154148.03,9293099,8544919,8544919,100,154335.01,2953.66,157288.67
India,Telangana,"Calendar Year (Jan - Dec), 2020",108004.23,5348486,4837525,4837525,100,101426.99,842.82,102269.81
India,Goa,"Calendar Year (Jan - Dec), 2018",2856.63,140320,699,0,0,14.85,2445.37,2460.22
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",811798.34,35731082,33763945,33234966,98.43,779362.6,12931.55,792294.15
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2021",451.98,51631,46701,46701,100,1187.57,0,1187.57
India,Karnataka,"Calendar Year (Jan - Dec), 2019",217403,12451622,10570871,10570851,100,190725.39,7271.65,197997.04
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",811798.34,35441397,32105582,31171858,97.09,741588.7,174.36,741763.06
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2017",297039.11,11176708,676924,0,0,12.92,0,12.92
India,Ladakh,"Calendar Year (Jan - Dec), 2019",870.4173886,36656.69059,31572.98527,2457.40929,7.78,728.5151246,0,728.5151246
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",383766,14857464,12945091,12945091,100,322753.75,7308.69,330062.44
India,Manipur,"Calendar Year (Jan - Dec), 2021",12461.24,539350,449733,651,0.14,8720.07,3130.18,11850.25
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2020",811798.34,35371174,32437605,31533257,97.21,746946.56,130.57,747077.13
India,Meghalaya,"Calendar Year (Jan - Dec), 2020",10800.27,417569,41191,64,0.16,1960.64,7113.73,9074.36
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",297039.11,11723309,9234774,8410026,91.07,263765.32,11162.13,274927.44
India,Jharkhand,"Calendar Year (Jan - Dec), 2020",144959.47,5714808,10123319,0,0,133809.13,0,133809.13
India,Telangana,"Calendar Year (Jan - Dec), 2018",108004.23,5048399,4249021,4249021,100,90877.43,899.6,91777.03
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",126.85,5156,1177,0,0,31.99,0,31.99
India,Kerala,"Calendar Year (Jan - Dec), 2017",85459.89,311894,0,0,0,0,7699.7,7699.7
India,Maharashtra,"Calendar Year (Jan - Dec), 2020",383766,15164202,14261203,14261203,100,346865.44,2861.1,349726.54
